dataset,behavior_canonical,split,sample_id,t,detector_success,pose_returned,status,infer_ms,mean_conf,median_conf,points_conf_ge_02,points_conf_ge_05,mask_containment_sanity_rate_all,mask_containment_sanity_rate_conf02,mask_inside_count,nose_x,nose_y,nose_conf,nose_in_mask,upper_jaw_x,upper_jaw_y,upper_jaw_conf,upper_jaw_in_mask,lower_jaw_x,lower_jaw_y,lower_jaw_conf,lower_jaw_in_mask,mouth_end_right_x,mouth_end_right_y,mouth_end_right_conf,mouth_end_right_in_mask,mouth_end_left_x,mouth_end_left_y,mouth_end_left_conf,mouth_end_left_in_mask,right_eye_x,right_eye_y,right_eye_conf,right_eye_in_mask,right_earbase_x,right_earbase_y,right_earbase_conf,right_earbase_in_mask,right_earend_x,right_earend_y,right_earend_conf,right_earend_in_mask,right_antler_base_x,right_antler_base_y,right_antler_base_conf,right_antler_base_in_mask,right_antler_end_x,right_antler_end_y,right_antler_end_conf,right_antler_end_in_mask,left_eye_x,left_eye_y,left_eye_conf,left_eye_in_mask,left_earbase_x,left_earbase_y,left_earbase_conf,left_earbase_in_mask,left_earend_x,left_earend_y,left_earend_conf,left_earend_in_mask,left_antler_base_x,left_antler_base_y,left_antler_base_conf,left_antler_base_in_mask,left_antler_end_x,left_antler_end_y,left_antler_end_conf,left_antler_end_in_mask,neck_base_x,neck_base_y,neck_base_conf,neck_base_in_mask,neck_end_x,neck_end_y,neck_end_conf,neck_end_in_mask,throat_base_x,throat_base_y,throat_base_conf,throat_base_in_mask,throat_end_x,throat_end_y,throat_end_conf,throat_end_in_mask,back_base_x,back_base_y,back_base_conf,back_base_in_mask,back_end_x,back_end_y,back_end_conf,back_end_in_mask,back_middle_x,back_middle_y,back_middle_conf,back_middle_in_mask,tail_base_x,tail_base_y,tail_base_conf,tail_base_in_mask,tail_end_x,tail_end_y,tail_end_conf,tail_end_in_mask,front_left_thai_x,front_left_thai_y,front_left_thai_conf,front_left_thai_in_mask,front_left_knee_x,front_left_knee_y,front_left_knee_conf,front_left_knee_in_mask,front_left_paw_x,front_left_paw_y,front_left_paw_conf,front_left_paw_in_mask,front_right_thai_x,front_right_thai_y,front_right_thai_conf,front_right_thai_in_mask,front_right_knee_x,front_right_knee_y,front_right_knee_conf,front_right_knee_in_mask,front_right_paw_x,front_right_paw_y,front_right_paw_conf,front_right_paw_in_mask,back_left_paw_x,back_left_paw_y,back_left_paw_conf,back_left_paw_in_mask,back_left_thai_x,back_left_thai_y,back_left_thai_conf,back_left_thai_in_mask,back_right_thai_x,back_right_thai_y,back_right_thai_conf,back_right_thai_in_mask,back_left_knee_x,back_left_knee_y,back_left_knee_conf,back_left_knee_in_mask,back_right_knee_x,back_right_knee_y,back_right_knee_conf,back_right_knee_in_mask,back_right_paw_x,back_right_paw_y,back_right_paw_conf,back_right_paw_in_mask,belly_bottom_x,belly_bottom_y,belly_bottom_conf,belly_bottom_in_mask,body_middle_right_x,body_middle_right_y,body_middle_right_conf,body_middle_right_in_mask,body_middle_left_x,body_middle_left_y,body_middle_left_conf,body_middle_left_in_mask
cvb,Standing,train,cvb_1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00009_tr2_seg0,5,False,False,pose_detector_failure,136.39,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,train,cvb_1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00009_tr2_seg0,6,False,False,pose_detector_failure,134.48,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,train,cvb_1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00009_tr2_seg0,7,False,False,pose_detector_failure,134.81,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,train,cvb_0235_arm01_gopro1_20200323_023342_beh5_ani8_ins2_cut_6_tr4_seg0,0,True,True,pose_output_returned,149.39,0.3613,0.3528,30,10,0.8205,0.8,32,56.11,114.25,0.6279,1,57.85,120.09,0.6168,1,61.8,125.06,0.6641,1,53.31,117.23,0.4128,1,67.35,113.52,0.5305,1,52.56,83.02,0.7238,1,127.68,37.28,0.6493,1,131.1,28.71,0.2204,1,125.89,34.23,0.5542,1,114.98,12.37,0.4446,1,58.34,86.31,0.5733,1,107.06,32.95,0.435,1,104.22,21.1,0.6084,1,108.84,30.57,0.3848,1,109.87,12.94,0.3408,1,150.57,96.07,0.0783,1,170.23,96.23,0.132,1,81.41,112.66,0.3528,1,161.66,102.5,0.2378,1,153.87,89.76,0.1026,1,156.71,86.88,0.1555,1,121.38,33.15,0.0492,1,214.93,180.28,0.1718,0,210.29,185.62,0.4033,0,99.66,183.22,0.4631,1,72.81,201.99,0.3783,0,67.13,210.42,0.5499,0,158.07,101.5,0.4837,1,73.84,199.39,0.351,0,69.95,208.33,0.3121,0,212.7,176.42,0.2579,0,165.55,103.97,0.3337,1,177.47,115.16,0.1346,1,204.9,174.84,0.2035,1,213.3,173.21,0.2035,1,209.47,177.67,0.3931,1,98.19,181.15,0.2373,1,128.92,142.78,0.1517,1,119.46,135.55,0.1664,1
cvb,Standing,train,cvb_0235_arm01_gopro1_20200323_023342_beh5_ani8_ins2_cut_6_tr4_seg0,1,False,False,pose_detector_failure,126.22,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,train,cvb_0235_arm01_gopro1_20200323_023342_beh5_ani8_ins2_cut_6_tr4_seg0,2,False,False,pose_detector_failure,136.6,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,train,cvb_0235_arm01_gopro1_20200323_023342_beh5_ani8_ins2_cut_6_tr4_seg0,3,False,False,pose_detector_failure,135.35,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,train,cvb_0235_arm01_gopro1_20200323_023342_beh5_ani8_ins2_cut_6_tr4_seg0,4,False,False,pose_detector_failure,134.4,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,train,cvb_0235_arm01_gopro1_20200323_023342_beh5_ani8_ins2_cut_6_tr4_seg0,5,False,False,pose_detector_failure,134.79,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,train,cvb_0235_arm01_gopro1_20200323_023342_beh5_ani8_ins2_cut_6_tr4_seg0,6,False,False,pose_detector_failure,132.65,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,train,cvb_0235_arm01_gopro1_20200323_023342_beh5_ani8_ins2_cut_6_tr4_seg0,7,True,True,pose_output_returned,149.58,0.2956,0.2774,27,5,0.1538,0.1481,6,56.21,150.41,0.1882,0,53.52,157.09,0.2625,0,54.86,159.43,0.2917,0,98.07,102.47,0.2962,0,68.3,120.41,0.2698,0,107.55,85.25,0.1887,0,115.14,96.77,0.5139,0,115.86,88.98,0.3277,0,125.27,113.87,0.319,0,83.12,69.56,0.2165,0,67.19,106.85,0.0932,0,130.2,111.55,0.5251,0,133.27,105.78,0.756,1,128.1,116.26,0.3215,0,150.01,86.66,0.3123,1,84.15,167.16,0.1963,0,58.58,63.12,0.2033,1,84.45,154.15,0.163,0,69.18,147.6,0.1383,0,58.0,62.19,0.2635,1,63.8,61.57,0.1362,0,42.75,54.93,0.2017,0,61.6,64.8,0.1201,0,150.73,205.29,0.1623,0,12.67,155.33,0.1533,0,10.46,172.46,0.336,0,21.18,197.1,0.3948,0,13.48,154.73,0.3556,0,10.12,172.13,0.4774,0,16.79,196.21,0.7053,0,18.43,200.14,0.2774,0,46.59,180.06,0.2669,0,11.19,160.36,0.3182,0,30.88,192.22,0.3656,0,10.45,172.08,0.4499,0,20.14,195.55,0.5551,0,39.38,175.57,0.2816,0,21.17,133.02,0.0597,1,31.99,180.94,0.066,1
cvb,Standing,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr0_seg0,0,True,True,pose_output_returned,145.36,0.4606,0.4738,33,17,0.8974,0.9091,35,7.32,93.55,0.5148,1,8.06,97.35,0.5316,1,9.9,99.16,0.5148,1,9.86,92.63,0.4686,1,13.09,96.61,0.476,1,9.27,81.49,0.4738,1,10.86,52.69,0.39,0,13.11,47.13,0.1971,0,8.26,64.3,0.3986,0,10.57,58.58,0.2335,0,19.07,87.69,0.4521,1,38.34,70.76,0.2367,1,35.59,62.38,0.0968,1,17.27,65.15,0.3277,1,19.5,64.26,0.2498,1,41.12,90.24,0.5455,1,46.07,30.39,0.156,1,102.4,129.89,0.1664,1,106.21,126.33,0.2226,1,44.6,28.95,0.1572,1,175.97,22.01,0.7534,1,114.78,8.95,0.6225,1,182.45,27.55,0.846,1,195.28,41.93,0.7005,1,123.11,115.03,0.8013,1,114.16,153.07,0.6061,1,109.47,196.68,0.5371,1,38.93,158.05,0.37,1,112.63,148.09,0.2912,1,133.2,155.34,0.5242,1,204.52,149.23,0.8597,1,190.57,84.57,0.8245,1,185.26,90.9,0.4864,1,195.16,118.14,0.8864,1,194.7,117.6,0.3417,1,205.29,148.16,0.5405,1,152.16,105.39,0.5866,1,144.69,61.8,0.1681,1,143.72,58.93,0.4065,1
cvb,Standing,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr0_seg0,1,True,True,pose_output_returned,142.99,0.3976,0.3836,35,8,0.8718,0.8571,34,12.26,89.16,0.4677,1,13.74,90.59,0.3697,1,12.48,91.87,0.307,1,10.28,86.19,0.4231,1,18.75,87.29,0.3511,1,9.7,66.39,0.632,0,10.21,50.95,0.5454,0,9.7,55.15,0.2283,0,12.21,52.2,0.483,1,8.07,52.57,0.2256,0,14.18,68.9,0.6307,1,17.07,57.19,0.2047,1,12.99,53.77,0.2636,0,13.98,54.98,0.4582,1,16.63,51.54,0.2387,1,36.84,87.94,0.4584,1,79.12,23.77,0.0887,1,22.38,97.02,0.2964,1,22.26,106.21,0.2979,1,78.54,23.68,0.1335,1,160.82,20.98,0.799,1,105.72,14.3,0.3231,1,162.9,24.41,0.7498,1,180.24,72.07,0.0694,1,113.96,114.64,0.4833,1,123.08,134.87,0.4302,1,140.02,152.43,0.3861,1,112.57,115.47,0.3044,1,147.5,128.73,0.4826,1,147.5,151.21,0.8252,1,149.4,150.11,0.4487,1,156.88,98.17,0.574,1,154.06,97.47,0.3836,1,149.96,125.02,0.7269,1,148.73,123.4,0.4927,1,143.06,147.9,0.311,1,135.6,107.21,0.2084,1,18.39,107.92,0.1855,1,147.16,70.33,0.2183,1
cvb,Standing,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr0_seg0,2,False,False,pose_detector_failure,130.61,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr0_seg0,3,False,False,pose_detector_failure,133.58,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr0_seg0,4,False,False,pose_detector_failure,139.98,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr0_seg0,5,False,False,pose_detector_failure,132.8,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr0_seg0,6,False,False,pose_detector_failure,134.02,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr0_seg0,7,False,False,pose_detector_failure,133.87,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Standing,val,cvb_1297_arm01_gopro3_20200326_033755_beh5_ani8_ins3_cut_00023_tr0_seg0,0,True,True,pose_output_returned,151.88,0.6021,0.6242,37,27,0.9231,0.9189,36,214.01,155.85,0.3684,1,214.68,158.12,0.1931,1,212.59,161.66,0.1925,1,205.46,152.93,0.2679,1,217.51,155.49,0.5645,0,196.06,121.53,0.7001,1,189.86,108.29,0.6005,1,190.27,103.03,0.295,1,191.1,107.99,0.7334,1,194.36,109.16,0.3846,1,208.5,120.13,0.8149,1,206.83,101.69,0.4587,1,207.59,96.56,0.3115,0,204.2,104.4,0.6822,1,210.77,103.3,0.6585,0,153.69,90.18,0.9233,1,158.82,59.3,0.4384,1,167.04,133.24,0.4236,1,143.13,133.88,0.5904,1,151.61,45.13,0.5131,1,29.64,6.98,0.7264,1,93.03,19.91,0.4431,1,20.13,9.14,0.7898,1,8.54,177.76,0.7765,1,111.42,132.74,0.5918,1,106.07,162.96,0.6478,1,103.25,203.85,0.8537,1,122.27,127.26,0.847,1,127.08,169.48,0.68,1,129.66,210.94,0.9464,1,25.72,198.43,0.6298,1,27.34,107.23,0.616,1,30.47,102.82,0.7871,1,18.03,159.79,0.7255,1,23.2,162.49,0.7311,1,23.69,208.38,0.9718,1,71.35,136.21,0.6074,1,78.85,85.38,0.6242,1,83.72,80.8,0.3735,1
cvb,Standing,val,cvb_1297_arm01_gopro3_20200326_033755_beh5_ani8_ins3_cut_00023_tr0_seg0,1,True,True,pose_output_returned,147.12,0.6055,0.6638,38,25,0.9744,0.9737,38,214.72,155.87,0.3567,1,216.38,158.19,0.2873,1,210.28,159.35,0.2595,0,206.7,151.32,0.3092,1,215.44,154.52,0.4608,1,204.58,122.46,0.6588,1,199.73,109.94,0.6638,1,205.18,107.14,0.2209,1,202.14,107.36,0.688,1,205.56,110.36,0.4342,1,213.56,121.02,0.6813,1,208.12,104.11,0.5191,1,208.65,100.23,0.3411,1,208.79,107.47,0.7321,1,212.79,103.2,0.582,1,151.31,87.87,0.8261,1,161.18,62.14,0.3889,1,174.18,137.45,0.3941,1,146.21,135.28,0.3167,1,147.4,41.95,0.4331,1,23.49,10.96,0.7032,1,86.31,21.91,0.5235,1,19.61,13.73,0.7268,1,13.56,183.2,0.7451,1,130.59,135.37,0.8578,1,132.3,173.46,0.8099,1,135.92,211.03,0.609,1,114.4,132.05,0.9418,1,108.12,171.21,0.6892,1,137.11,211.77,0.7539,1,25.15,203.62,0.8096,1,25.1,114.93,0.7708,1,31.77,114.22,0.9947,1,20.97,156.88,0.9567,1,22.96,160.47,0.919,1,25.73,208.94,0.956,1,73.31,139.18,0.7413,1,75.32,88.69,0.3723,1,86.0,83.14,0.1811,1
cvb,Standing,val,cvb_1297_arm01_gopro3_20200326_033755_beh5_ani8_ins3_cut_00023_tr0_seg0,2,True,True,pose_output_returned,139.86,0.5291,0.4964,37,18,1.0,1.0,39,196.96,136.88,0.3065,1,198.77,144.24,0.2566,1,192.87,146.28,0.3226,1,204.08,143.88,0.3308,1,199.16,144.13,0.3187,1,195.16,121.37,0.3208,1,192.29,114.5,0.4386,1,185.02,97.52,0.243,1,194.96,108.69,0.4054,1,198.47,103.05,0.289,1,209.18,121.52,0.2958,1,201.47,103.96,0.3065,1,210.15,106.0,0.2897,1,201.6,104.17,0.4964,1,208.44,99.04,0.5211,1,157.25,89.97,0.8652,1,156.79,61.69,0.2555,1,168.73,135.72,0.5247,1,149.95,135.75,0.606,1,152.17,44.09,0.2958,1,22.19,15.35,0.4014,1,86.09,22.81,0.4986,1,15.88,18.93,0.5407,1,19.64,106.16,0.1204,1,121.1,136.89,0.7589,1,111.48,165.81,0.5365,1,107.47,202.93,1.0,1,129.26,135.4,0.8716,1,130.32,168.6,0.565,1,132.88,206.67,0.9755,1,24.79,198.03,0.7767,1,27.07,113.65,0.9885,1,30.8,115.17,0.864,1,22.07,155.42,0.9359,1,24.89,156.26,0.9535,1,25.36,203.71,0.9803,1,73.07,136.86,0.6724,1,81.19,83.37,0.3193,1,90.89,80.72,0.1868,1
cvb,Standing,val,cvb_1297_arm01_gopro3_20200326_033755_beh5_ani8_ins3_cut_00023_tr0_seg0,3,True,True,pose_output_returned,145.56,0.5929,0.591,38,23,1.0,1.0,39,198.66,140.47,0.3819,1,191.06,145.16,0.3064,1,188.02,146.13,0.3181,1,192.43,138.9,0.35,1,196.42,146.55,0.324,1,198.43,117.98,0.6303,1,196.01,107.62,0.5652,1,205.63,101.31,0.3469,1,195.65,102.7,0.6678,1,207.3,105.99,0.4041,1,207.02,117.24,0.4754,1,207.63,99.64,0.5181,1,207.08,94.56,0.2721,1,205.83,101.75,0.6764,1,216.66,103.86,0.6704,1,163.42,93.81,0.7708,1,155.03,47.27,0.2512,1,170.02,136.12,0.4956,1,152.49,137.81,0.591,1,151.48,41.72,0.3943,1,24.18,17.09,0.544,1,81.97,20.84,0.4713,1,18.02,21.5,0.7528,1,18.5,144.14,0.0513,1,114.62,136.47,0.8043,1,112.57,164.59,0.8284,1,107.51,202.66,1.0,1,134.39,135.65,0.9857,1,133.0,170.53,0.7313,1,136.82,206.54,0.9409,1,25.97,196.14,0.7755,1,24.53,111.49,0.883,1,33.76,113.73,0.817,1,19.85,150.3,0.9052,1,27.85,154.01,0.9774,1,26.34,200.73,1.0,1,75.99,136.26,0.7175,1,79.48,84.14,0.2941,1,85.03,89.6,0.2326,1
cvb,Standing,val,cvb_1297_arm01_gopro3_20200326_033755_beh5_ani8_ins3_cut_00023_tr0_seg0,4,True,True,pose_output_returned,144.49,0.3199,0.2688,23,7,1.0,1.0,39,101.18,138.55,0.183,1,100.78,137.11,0.1522,1,100.8,138.54,0.1824,1,101.19,138.88,0.1215,1,102.69,138.43,0.2395,1,102.31,137.85,0.3296,1,103.14,136.27,0.143,1,101.92,134.29,0.1748,1,103.76,135.42,0.2603,1,103.59,134.3,0.3285,1,101.49,138.51,0.4756,1,101.58,135.81,0.3072,1,100.2,134.16,0.3047,1,102.92,134.81,0.5373,1,102.0,133.55,0.3673,1,106.62,131.39,0.598,1,108.05,133.34,0.1684,1,104.55,157.49,0.1623,1,105.75,132.26,0.1071,1,106.87,131.93,0.123,1,120.18,130.55,0.4652,1,111.59,131.83,0.3978,1,121.87,133.84,0.691,1,119.81,145.21,0.1321,1,104.11,146.29,0.2477,1,108.67,178.64,0.2688,1,103.67,199.46,0.3233,1,138.33,152.13,0.0738,1,131.12,181.84,0.088,1,135.65,202.67,0.4385,1,103.77,200.93,0.9411,1,111.27,142.97,0.3758,1,130.58,146.61,0.5617,1,106.87,177.88,0.4832,1,134.22,182.79,0.553,1,136.48,204.7,0.8573,1,120.91,162.1,0.0581,1,131.86,138.54,0.138,1,114.91,200.51,0.1161,1
