sample_id,dataset,source_image_path,provenance_group,cow_or_identity_id_if_available,session_or_timeblock_if_available,viewpoint,occlusion,body_cutoff,multiple_cows,review_status
vp1k_0558,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/R-i11314.jpg,STEREO_burst_0252,,STEREO_Farm3/STEREO_blk_252,rear-oblique,none,severe,no,human_verified
vp1k_0559,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1316_3.jpg,YM_burst_0353,,YM_Farm2/YM_1316,rear,none,none,yes,human_verified
vp1k_0560,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_3265_3.jpg,GS_burst_2510,,GS_Gansu/GS_3265,rear,none,none,no,human_verified
vp1k_0561,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690316711_15-25-11_14_3.jpg,ev_1690316711_c14,cow_14,tb_2_cam_3,side,none,none,yes,human_verified
vp1k_0562,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690275566_03-59-26_3_3.jpg,ev_1690275566_c3,cow_3,tb_1_cam_3,unknown / ambiguous,severe,severe,yes,human_verified
vp1k_0563,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/176/176_0013.jpg,snap_cow_0176_sess_004,cow_176,snapshots/snap_cow_0176_sess_004,side,partial,none,no,human_verified
vp1k_0564,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_761_19.jpg,YM_burst_1791,,YM_Farm2/YM_761,rear,none,none,no,human_verified
vp1k_0565,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/455/455_0021.jpg,parlor_cow_0455_sess_001,cow_455,parlor/parlor_cow_0455_sess_001,side,none,none,no,human_verified
vp1k_0566,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/303/303_0009.jpg,snap_cow_0303_sess_004,cow_303,snapshots/snap_cow_0303_sess_004,side,none,none,no,human_verified
vp1k_0567,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_6_4.jpg,YM_burst_1611,,YM_Farm2/YM_6,rear,none,none,yes,human_verified
vp1k_0568,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_446_4.jpg,YM_burst_1441,,YM_Farm2/YM_446,rear,none,none,yes,human_verified
vp1k_0569,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690313636_14-33-56_4_3.jpg,ev_1690313636_c4,cow_4,tb_2_cam_3,front-oblique,partial,partial,no,human_verified
vp1k_0570,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/389/389_0293.jpg,parlor_cow_0389_sess_014,cow_389,parlor/parlor_cow_0389_sess_014,side,none,severe,no,human_verified
vp1k_0571,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/545/545_0452.jpg,parlor_cow_0545_sess_026,cow_545,parlor/parlor_cow_0545_sess_026,side,severe,partial,no,human_verified
vp1k_0572,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690300496_10-54-56_8_3.jpg,ev_1690300496_c8,cow_8,tb_2_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0573,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690311446_13-57-26_12_3.jpg,ev_1690311446_c12,cow_12,tb_2_cam_3,side,partial,none,no,human_verified
vp1k_0574,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/544/544_0005.jpg,snap_cow_0544_sess_003,cow_544,snapshots/snap_cow_0544_sess_003,side,none,none,no,human_verified
vp1k_0575,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/684/684_0087.jpg,barn_cow_0684_sess_001,cow_684,barn/barn_cow_0684_sess_001,side,partial,none,no,human_verified
vp1k_0576,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282721_05-58-41_7_3.jpg,ev_1690282721_c7,cow_7,tb_2_cam_3,front-oblique,partial,partial,no,human_verified
vp1k_0577,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690345586_23-26-26_8_4.jpg,ev_1690345586_c8,cow_8,tb_3_cam_4,rear-oblique,severe,severe,yes,human_verified
vp1k_0578,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/168/168_0007.jpg,snap_cow_0168_sess_002,cow_168,snapshots/snap_cow_0168_sess_002,side,none,severe,no,human_verified
vp1k_0579,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/L-i1331.jpg,STEREO_burst_0030,,STEREO_Farm3/STEREO_blk_030,rear,none,none,no,human_verified
vp1k_0580,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690322336_16-58-56_8_3.jpg,ev_1690322336_c8,cow_8,tb_3_cam_3,front-oblique,partial,severe,no,human_verified
vp1k_0581,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/413/413_0236.jpg,barn_cow_0413_sess_001,cow_413,barn/barn_cow_0413_sess_001,side,none,none,yes,human_verified
vp1k_0582,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_620_2.jpg,YM_burst_1635,,YM_Farm2/YM_620,unknown / ambiguous,none,none,yes,human_verified
vp1k_0583,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/677/677_0248.jpg,barn_cow_0677_sess_001,cow_677,barn/barn_cow_0677_sess_001,side,none,partial,no,human_verified
vp1k_0584,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690287701_07-21-41_6_4.jpg,ev_1690287701_c6,cow_6,tb_2_cam_4,side,severe,severe,yes,human_verified
vp1k_0585,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/962/962_0390.jpg,parlor_cow_0962_sess_028,cow_962,parlor/parlor_cow_0962_sess_028,side,none,none,no,human_verified
vp1k_0586,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690281956_05-45-56_10_3.jpg,ev_1690281956_c10,cow_10,tb_2_cam_3,side,none,none,no,human_verified
vp1k_0587,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/488/488_0088.jpg,barn_cow_0488_sess_001,cow_488,barn/barn_cow_0488_sess_001,side,none,none,no,human_verified
vp1k_0588,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/275/275_0080.jpg,barn_cow_0275_sess_001,cow_275,barn/barn_cow_0275_sess_001,side,none,none,no,human_verified
vp1k_0589,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690316576_15-22-56_5_2.jpg,ev_1690316576_c5,cow_5,tb_2_cam_2,rear-oblique,none,partial,no,human_verified
vp1k_0590,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_276_3.jpg,YM_burst_1252,,YM_Farm2/YM_276,rear,none,none,no,human_verified
vp1k_0591,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_151_5.jpg,GS_burst_0569,,GS_Gansu/GS_151,rear,none,none,no,human_verified
vp1k_0592,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_2711_3.jpg,GS_burst_1895,,GS_Gansu/GS_2711,rear,none,none,no,human_verified
vp1k_0593,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/305/305_0001.jpg,snap_cow_0305_sess_001,cow_305,snapshots/snap_cow_0305_sess_001,side,none,none,no,human_verified
vp1k_0594,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/621/621_0263.jpg,barn_cow_0621_sess_001,cow_621,barn/barn_cow_0621_sess_001,side,partial,none,no,human_verified
vp1k_0595,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_2117_5.jpg,GS_burst_1240,,GS_Gansu/GS_2117,unknown / ambiguous,none,none,yes,human_verified
vp1k_0596,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/627/627_0157.jpg,parlor_cow_0627_sess_009,cow_627,parlor/parlor_cow_0627_sess_009,side,partial,none,no,human_verified
vp1k_0597,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/374/374_0331.jpg,barn_cow_0374_sess_001,cow_374,barn/barn_cow_0374_sess_001,side,partial,none,no,human_verified
vp1k_0598,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690288616_07-36-56_8_3.jpg,ev_1690288616_c8,cow_8,tb_2_cam_3,side,severe,severe,yes,human_verified
vp1k_0599,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/400/400_0281.jpg,parlor_cow_0400_sess_018,cow_400,parlor/parlor_cow_0400_sess_018,side,partial,none,no,human_verified
vp1k_0600,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690343396_22-49-56_15_3.jpg,ev_1690343396_c15,cow_15,tb_3_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0601,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_661_5.jpg,GS_burst_2964,,GS_Gansu/GS_661,rear,none,none,no,human_verified
vp1k_0602,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/660/660_0082.jpg,barn_cow_0660_sess_001,cow_660,barn/barn_cow_0660_sess_001,side,none,none,no,human_verified
vp1k_0603,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690323566_17-19-26_5_3.jpg,ev_1690323566_c5,cow_5,tb_3_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0604,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690334726_20-25-26_12_3.jpg,ev_1690334726_c12,cow_12,tb_3_cam_3,rear-oblique,severe,severe,yes,human_verified
vp1k_0605,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/L-i1708.jpg,STEREO_burst_0040,,STEREO_Farm3/STEREO_blk_040,rear-oblique,none,none,yes,human_verified
vp1k_0606,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/R-i5355.jpg,STEREO_burst_0112,,STEREO_Farm3/STEREO_blk_112,rear-oblique,none,none,no,human_verified
vp1k_0607,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_836_4.jpg,GS_burst_3158,,GS_Gansu/GS_836,rear,none,none,no,human_verified
vp1k_0608,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/660/660_0001.jpg,snap_cow_0660_sess_001,cow_660,snapshots/snap_cow_0660_sess_001,side,none,none,no,human_verified
vp1k_0609,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690317041_15-30-41_7_4.jpg,ev_1690317041_c7,cow_7,tb_2_cam_4,side,partial,none,no,human_verified
vp1k_0610,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/737/737_0043.jpg,parlor_cow_0737_sess_004,cow_737,parlor/parlor_cow_0737_sess_004,side,partial,none,no,human_verified
vp1k_0611,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690324376_17-32-56_10_2.jpg,ev_1690324376_c10,cow_10,tb_3_cam_2,unknown / ambiguous,partial,partial,yes,human_verified
vp1k_0612,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_1938_4.jpg,GS_burst_1040,,GS_Gansu/GS_1938,rear,none,none,no,human_verified
vp1k_0613,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/975/975_0004.jpg,snap_cow_0975_sess_002,cow_975,snapshots/snap_cow_0975_sess_002,side,none,none,no,human_verified
vp1k_0614,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/128/128_0084.jpg,barn_cow_0128_sess_001,cow_128,barn/barn_cow_0128_sess_001,side,none,none,no,human_verified
vp1k_0615,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690299026_10-30-26_5_3.jpg,ev_1690299026_c5,cow_5,tb_2_cam_3,side,partial,none,no,human_verified
vp1k_0616,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690345871_23-31-11_13_2.jpg,ev_1690345871_c13,cow_13,tb_3_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0617,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/171/171_0107.jpg,barn_cow_0171_sess_001,cow_171,barn/barn_cow_0171_sess_001,side,none,none,no,human_verified
vp1k_0618,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_1451_4.jpg,YM_burst_0503,,YM_Farm2/YM_1451,rear,none,none,yes,human_verified
vp1k_0619,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690289951_07-59-11_2_3.jpg,ev_1690289951_c2,cow_2,tb_2_cam_3,side,partial,partial,yes,human_verified
vp1k_0620,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1251_4.jpg,YM_burst_0282,,YM_Farm2/YM_1251,rear,none,none,no,human_verified
vp1k_0621,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_359_4.jpg,GS_burst_2628,,GS_Gansu/GS_359,rear,none,none,no,human_verified
vp1k_0622,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/217/217_0080.jpg,barn_cow_0217_sess_001,cow_217,barn/barn_cow_0217_sess_001,side,none,none,no,human_verified
vp1k_0623,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/171/171_0258.jpg,parlor_cow_0171_sess_015,cow_171,parlor/parlor_cow_0171_sess_015,side,none,partial,no,human_verified
vp1k_0624,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/845/845_0083.jpg,barn_cow_0845_sess_001,cow_845,barn/barn_cow_0845_sess_001,rear-oblique,none,none,no,human_verified
vp1k_0625,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/947/947_0106.jpg,parlor_cow_0947_sess_007,cow_947,parlor/parlor_cow_0947_sess_007,side,partial,partial,yes,human_verified
vp1k_0626,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690347341_23-55-41_9_4.jpg,ev_1690347341_c9,cow_9,tb_3_cam_4,unknown / ambiguous,none,none,no,human_verified
vp1k_0627,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/L-i7186.jpg,STEREO_burst_0151,,STEREO_Farm3/STEREO_blk_151,unknown / ambiguous,none,none,yes,human_verified
vp1k_0628,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/507/507_0482.jpg,parlor_cow_0507_sess_026,cow_507,parlor/parlor_cow_0507_sess_026,side,none,partial,no,human_verified
vp1k_0629,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/633/633_0435.jpg,parlor_cow_0633_sess_022,cow_633,parlor/parlor_cow_0633_sess_022,side,none,partial,yes,human_verified
vp1k_0630,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/503/503_0158.jpg,barn_cow_0503_sess_001,cow_503,barn/barn_cow_0503_sess_001,side,none,partial,no,human_verified
vp1k_0631,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690330691_19-18-11_11_3.jpg,ev_1690330691_c11,cow_11,tb_3_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0632,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_845_5.jpg,GS_burst_3168,,GS_Gansu/GS_845,rear,none,none,no,human_verified
vp1k_0633,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_3058_3.jpg,GS_burst_2280,,GS_Gansu/GS_3058,rear,none,none,no,human_verified
vp1k_0634,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_3179_2.jpg,GS_burst_2414,,GS_Gansu/GS_3179,rear,none,none,no,human_verified
vp1k_0635,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690328081_18-34-41_5_3.jpg,ev_1690328081_c5,cow_5,tb_3_cam_3,front-oblique,partial,none,no,human_verified
vp1k_0636,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/986/986_0001.jpg,snap_cow_0986_sess_001,cow_986,snapshots/snap_cow_0986_sess_001,side,none,partial,no,human_verified
vp1k_0637,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/955/955_0012.jpg,parlor_cow_0955_sess_001,cow_955,parlor/parlor_cow_0955_sess_001,side,none,partial,no,human_verified
vp1k_0638,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_1549_3.jpg,YM_burst_0610,,YM_Farm2/YM_1549,rear,none,none,yes,human_verified
vp1k_0639,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_800_5.jpg,YM_burst_1835,,YM_Farm2/YM_800,rear-oblique,none,none,yes,human_verified
vp1k_0640,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/L-i10189.jpg,STEREO_burst_0218,,STEREO_Farm3/STEREO_blk_218,rear,none,none,no,human_verified
vp1k_0641,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_421_3.jpg,YM_burst_1414,,YM_Farm2/YM_421,rear-oblique,none,none,no,human_verified
vp1k_0642,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/733/733_0080.jpg,barn_cow_0733_sess_001,cow_733,barn/barn_cow_0733_sess_001,side,none,partial,no,human_verified
vp1k_0643,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/998/998_0249.jpg,barn_cow_0998_sess_001,cow_998,barn/barn_cow_0998_sess_001,side,none,none,no,human_verified
vp1k_0644,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/296/296_0240.jpg,barn_cow_0296_sess_001,cow_296,barn/barn_cow_0296_sess_001,side,none,none,no,human_verified
vp1k_0645,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_662_5.jpg,GS_burst_2965,,GS_Gansu/GS_662,rear,none,none,yes,human_verified
vp1k_0646,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690280651_05-24-11_9_3.jpg,ev_1690280651_c9,cow_9,tb_2_cam_3,front-oblique,none,none,no,human_verified
vp1k_0647,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_813_5.jpg,YM_burst_1849,,YM_Farm2/YM_813,rear,none,none,yes,human_verified
vp1k_0648,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/826/826_0080.jpg,barn_cow_0826_sess_001,cow_826,barn/barn_cow_0826_sess_001,side,none,none,no,human_verified
vp1k_0649,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/559/559_0090.jpg,barn_cow_0559_sess_001,cow_559,barn/barn_cow_0559_sess_001,side,none,none,yes,human_verified
vp1k_0650,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/176/176_0079.jpg,barn_cow_0176_sess_001,cow_176,barn/barn_cow_0176_sess_001,side,none,none,yes,human_verified
vp1k_0651,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/217/217_0021.jpg,parlor_cow_0217_sess_001,cow_217,parlor/parlor_cow_0217_sess_001,side,none,none,no,human_verified
vp1k_0652,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690344356_23-05-56_4_3.jpg,ev_1690344356_c4,cow_4,tb_3_cam_3,unknown / ambiguous,none,none,yes,human_verified
vp1k_0653,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690306691_12-38-11_1_3.jpg,ev_1690306691_c1,cow_1,tb_2_cam_3,unknown / ambiguous,partial,partial,yes,human_verified
vp1k_0654,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690298876_10-27-56_5_3.jpg,ev_1690298876_c5,cow_5,tb_2_cam_3,side,partial,none,no,human_verified
vp1k_0655,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_2886_4.jpg,GS_burst_2088,,GS_Gansu/GS_2886,rear,none,none,no,human_verified
vp1k_0656,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/320/320_0451.jpg,parlor_cow_0320_sess_020,cow_320,parlor/parlor_cow_0320_sess_020,side,none,partial,yes,human_verified
vp1k_0657,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690326641_18-10-41_3_3.jpg,ev_1690326641_c3,cow_3,tb_3_cam_3,front-oblique,partial,none,no,human_verified
vp1k_0658,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/303/303_0012.jpg,snap_cow_0303_sess_005,cow_303,snapshots/snap_cow_0303_sess_005,side,partial,none,no,human_verified
vp1k_0659,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690299326_10-35-26_15_3.jpg,ev_1690299326_c15,cow_15,tb_2_cam_3,side,partial,none,no,human_verified
vp1k_0660,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/510/510_0282.jpg,barn_cow_0510_sess_001,cow_510,barn/barn_cow_0510_sess_001,side,none,none,no,human_verified
vp1k_0661,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/367/367_0287.jpg,parlor_cow_0367_sess_019,cow_367,parlor/parlor_cow_0367_sess_019,side,none,partial,no,human_verified
vp1k_0662,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/207/207_0248.jpg,barn_cow_0207_sess_001,cow_207,barn/barn_cow_0207_sess_001,side,none,none,no,human_verified
vp1k_0663,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/241/241_0005.jpg,snap_cow_0241_sess_001,cow_241,snapshots/snap_cow_0241_sess_001,rear-oblique,none,none,no,human_verified
vp1k_0664,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690292396_08-39-56_11_4.jpg,ev_1690292396_c11,cow_11,tb_2_cam_4,side,severe,none,yes,human_verified
vp1k_0665,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690342601_22-36-41_11_3.jpg,ev_1690342601_c11,cow_11,tb_3_cam_3,side,partial,none,no,human_verified
vp1k_0666,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690303811_11-50-11_10_3.jpg,ev_1690303811_c10,cow_10,tb_2_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0667,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690311836_14-03-56_9_3.jpg,ev_1690311836_c9,cow_9,tb_2_cam_3,side,none,partial,no,human_verified
vp1k_0668,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690314266_14-44-26_16_4.jpg,ev_1690314266_c16,cow_16,tb_2_cam_4,side,severe,none,no,human_verified
vp1k_0669,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690311551_13-59-11_15_3.jpg,ev_1690311551_c15,cow_15,tb_2_cam_3,rear,severe,none,no,human_verified
vp1k_0670,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690272071_03-01-11_13_3.jpg,ev_1690272071_c13,cow_13,tb_1_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0671,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/405/405_0277.jpg,parlor_cow_0405_sess_013,cow_405,parlor/parlor_cow_0405_sess_013,side,severe,none,yes,human_verified
vp1k_0672,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_2032_4.jpg,GS_burst_1146,,GS_Gansu/GS_2032,rear,none,none,no,human_verified
vp1k_0673,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_992_5.jpg,GS_burst_3331,,GS_Gansu/GS_992,rear,none,none,no,human_verified
vp1k_0674,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_1002_4.jpg,YM_burst_0006,,YM_Farm2/YM_1002,rear,none,none,no,human_verified
vp1k_0675,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/510/510_0001.jpg,snap_cow_0510_sess_001,cow_510,snapshots/snap_cow_0510_sess_001,side,none,none,no,human_verified
vp1k_0676,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690315031_14-57-11_4_3.jpg,ev_1690315031_c4,cow_4,tb_2_cam_3,rear-oblique,none,none,no,human_verified
vp1k_0677,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690327286_18-21-26_13_3.jpg,ev_1690327286_c13,cow_13,tb_3_cam_3,rear,none,none,no,human_verified
vp1k_0678,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_110_4.jpg,GS_burst_0114,,GS_Gansu/GS_110,rear,none,none,no,human_verified
vp1k_0679,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_885_5.jpg,YM_burst_1928,,YM_Farm2/YM_885,rear,none,none,yes,human_verified
vp1k_0680,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690289786_07-56-26_15_3.jpg,ev_1690289786_c15,cow_15,tb_2_cam_3,rear,none,none,no,human_verified
vp1k_0681,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690344341_23-05-41_5_3.jpg,ev_1690344341_c5,cow_5,tb_3_cam_3,rear-oblique,severe,none,no,human_verified
vp1k_0682,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690305266_12-14-26_8_4.jpg,ev_1690305266_c8,cow_8,tb_2_cam_4,unknown / ambiguous,severe,none,no,human_verified
vp1k_0683,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/725/725_0602.jpg,parlor_cow_0725_sess_041,cow_725,parlor/parlor_cow_0725_sess_041,side,none,partial,no,human_verified
vp1k_0684,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/192/192_0277.jpg,barn_cow_0192_sess_001,cow_192,barn/barn_cow_0192_sess_001,side,none,none,no,human_verified
vp1k_0685,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690320776_16-32-56_16_3.jpg,ev_1690320776_c16,cow_16,tb_3_cam_3,side,partial,none,yes,human_verified
vp1k_0686,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690342616_22-36-56_11_3.jpg,ev_1690342616_c11,cow_11,tb_3_cam_3,front-oblique,partial,none,no,human_verified
vp1k_0687,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_1319_4.jpg,YM_burst_0356,,YM_Farm2/YM_1319,rear,none,none,no,human_verified
vp1k_0688,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_1440_3.jpg,YM_burst_0491,,YM_Farm2/YM_1440,rear,none,none,yes,human_verified
vp1k_0689,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_699_3.jpg,YM_burst_1721,,YM_Farm2/YM_699,rear,none,none,yes,human_verified
vp1k_0690,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/428/428_0083.jpg,barn_cow_0428_sess_001,cow_428,barn/barn_cow_0428_sess_001,side,partial,none,no,human_verified
vp1k_0691,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690341206_22-13-26_12_3.jpg,ev_1690341206_c12,cow_12,tb_3_cam_3,front-oblique,none,none,no,human_verified
vp1k_0692,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690272281_03-04-41_1_3.jpg,ev_1690272281_c1,cow_1,tb_1_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0693,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/R-i1132.jpg,STEREO_burst_0026,,STEREO_Farm3/STEREO_blk_026,rear,none,none,yes,human_verified
vp1k_0694,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/244/244_0276.jpg,parlor_cow_0244_sess_017,cow_244,parlor/parlor_cow_0244_sess_017,side,none,severe,no,human_verified
vp1k_0695,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690277306_04-28-26_12_3.jpg,ev_1690277306_c12,cow_12,tb_1_cam_3,side,partial,none,no,human_verified
